,timeStamp,resourceId,endTimeZone,value,subjectId,aggrType,startTimeZone
23,,13.1.85,"09/19/2023, 02:00:00","{""1"":1,""2"":1}",lumi.158d0008f34fdf,4,"09/19/2023, 01:30:00"
22,,13.1.85,"09/19/2023, 02:30:00","{""1"":1,""2"":5}",lumi.158d0008f34fdf,4,"09/19/2023, 02:00:00"
21,,13.1.85,"09/19/2023, 10:30:00","{""1"":1}",lumi.158d0008f34fdf,4,"09/19/2023, 10:00:00"
20,,13.1.85,"09/19/2023, 17:30:00","{""1"":1,""2"":2}",lumi.158d0008f34fdf,4,"09/19/2023, 17:00:00"
19,,13.1.85,"09/19/2023, 18:00:00","{""1"":2,""2"":6}",lumi.158d0008f34fdf,4,"09/19/2023, 17:30:00"
18,,13.1.85,"09/19/2023, 18:30:00","{""2"":9}",lumi.158d0008f34fdf,4,"09/19/2023, 18:00:00"
17,,13.1.85,"09/19/2023, 19:00:00","{""1"":3,""2"":9}",lumi.158d0008f34fdf,4,"09/19/2023, 18:30:00"
16,,13.1.85,"09/19/2023, 19:30:00","{""1"":4,""2"":11}",lumi.158d0008f34fdf,4,"09/19/2023, 19:00:00"
15,,13.1.85,"09/19/2023, 20:00:00","{""2"":5}",lumi.158d0008f34fdf,4,"09/19/2023, 19:30:00"
14,,13.1.85,"09/19/2023, 20:30:00","{""1"":2}",lumi.158d0008f34fdf,4,"09/19/2023, 20:00:00"
13,,13.1.85,"09/20/2023, 02:00:00","{""1"":1}",lumi.158d0008f34fdf,4,"09/20/2023, 01:30:00"
12,,13.1.85,"09/20/2023, 09:30:00","{""1"":1}",lumi.158d0008f34fdf,4,"09/20/2023, 09:00:00"
11,,13.1.85,"09/20/2023, 22:00:00","{""1"":1,""2"":1}",lumi.158d0008f34fdf,4,"09/20/2023, 21:30:00"
10,,13.1.85,"09/21/2023, 01:00:00","{""1"":1,""2"":1}",lumi.158d0008f34fdf,4,"09/21/2023, 00:30:00"
9,,13.1.85,"09/21/2023, 01:30:00","{""1"":3,""2"":17}",lumi.158d0008f34fdf,4,"09/21/2023, 01:00:00"
8,,13.1.85,"09/21/2023, 02:00:00","{""2"":16}",lumi.158d0008f34fdf,4,"09/21/2023, 01:30:00"
7,,13.1.85,"09/21/2023, 02:30:00","{""1"":1,""2"":17}",lumi.158d0008f34fdf,4,"09/21/2023, 02:00:00"
6,,13.1.85,"09/21/2023, 03:00:00","{""2"":2}",lumi.158d0008f34fdf,4,"09/21/2023, 02:30:00"
5,,13.1.85,"09/21/2023, 06:00:00","{""1"":2,""2"":11}",lumi.158d0008f34fdf,4,"09/21/2023, 05:30:00"
4,,13.1.85,"09/21/2023, 06:30:00","{""1"":2,""2"":11}",lumi.158d0008f34fdf,4,"09/21/2023, 06:00:00"
3,,13.1.85,"09/21/2023, 07:00:00","{""1"":4,""2"":17}",lumi.158d0008f34fdf,4,"09/21/2023, 06:30:00"
2,,13.1.85,"09/21/2023, 07:30:00","{""2"":14}",lumi.158d0008f34fdf,4,"09/21/2023, 07:00:00"
1,,13.1.85,"09/21/2023, 08:00:00","{""1"":2,""2"":11}",lumi.158d0008f34fdf,4,"09/21/2023, 07:30:00"
0,,13.1.85,"09/21/2023, 08:30:00","{""1"":2,""2"":6}",lumi.158d0008f34fdf,4,"09/21/2023, 08:00:00"
